coord,weather,base,main,visibility,wind,clouds,dt,sys,timezone,id,name,cod,message,rain
"{'lon': 113.63, 'lat': -24.87}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 51.8, 'feels_like': 48.47, 'temp_min': 51.8, 'temp_max': 51.8, 'pressure': 1017, 'humidity': 100}",10000.0,"{'speed': 6.93, 'deg': 140}",{'all': 0},1593038489.0,"{'type': 1, 'id': 9505, 'country': 'AU', 'sunrise': 1593040214, 'sunset': 1593078351}",28800.0,2074865.0,Carnarvon,200,,
"{'lon': 73.08, 'lat': -0.6}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,"{'temp': 83.28, 'feels_like': 87.53, 'temp_min': 83.28, 'temp_max': 83.28, 'pressure': 1007, 'humidity': 77, 'sea_level': 1007, 'grnd_level': 1007}",,"{'speed': 11.16, 'deg': 276}",{'all': 78},1593038224.0,"{'country': 'MV', 'sunrise': 1593047261, 'sunset': 1593090771}",18000.0,1282256.0,Hithadhoo,200,,
"{'lon': -72.07, 'lat': -45.58}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",stations,"{'temp': 37.4, 'feels_like': 31.19, 'temp_min': 37.4, 'temp_max': 37.4, 'pressure': 1013, 'humidity': 64}",10000.0,"{'speed': 3.36, 'deg': 210}",{'all': 20},1593038489.0,"{'type': 1, 'id': 8491, 'country': 'CL', 'sunrise': 1593001790, 'sunset': 1593033100}",-14400.0,3894426.0,Coyhaique,200,,
"{'lon': 17.94, 'lat': -33.01}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 59.54, 'feels_like': 53.17, 'temp_min': 59.54, 'temp_max': 59.54, 'pressure': 1013, 'humidity': 86, 'sea_level': 1013, 'grnd_level': 1012}",,"{'speed': 14.27, 'deg': 348}",{'all': 0},1593038489.0,"{'country': 'ZA', 'sunrise': 1593064297, 'sunset': 1593100206}",7200.0,3361934.0,Saldanha,200,,
"{'lon': -74.85, 'lat': 49.78}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,"{'temp': 73.4, 'feels_like': 67.21, 'temp_min': 73.4, 'temp_max': 73.4, 'pressure': 996, 'humidity': 53}",14484.0,"{'speed': 13.87, 'deg': 210, 'gust': 24.16}",{'all': 75},1593038490.0,"{'type': 1, 'id': 859, 'country': 'CA', 'sunrise': 1592988732, 'sunset': 1593047493}",-14400.0,5919850.0,Chapais,200,,
,,,,,,,,,,,,404,city not found,
"{'lon': 29.18, 'lat': 65.97}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,"{'temp': 55.4, 'feels_like': 55.2, 'temp_min': 55.4, 'temp_max': 55.4, 'pressure': 1023, 'humidity': 93}",10000.0,"{'speed': 2.24, 'deg': 350}",{'all': 78},1593038490.0,"{'type': 1, 'id': 1352, 'country': 'FI', 'sunrise': 0, 'sunset': 0}",10800.0,649924.0,Kuusamo,200,,
"{'lon': 172.79, 'lat': 3.07}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,"{'temp': 83.73, 'feels_like': 87.35, 'temp_min': 83.73, 'temp_max': 83.73, 'pressure': 1010, 'humidity': 77, 'sea_level': 1010, 'grnd_level': 1009}",,"{'speed': 12.73, 'deg': 102}",{'all': 87},1593038197.0,"{'country': 'KI', 'sunrise': 1593022946, 'sunset': 1593067219}",43200.0,2110227.0,Butaritari,200,,
"{'lon': 27.91, 'lat': -33.02}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 68.61, 'feels_like': 61.12, 'temp_min': 68.61, 'temp_max': 68.61, 'pressure': 1019, 'humidity': 26, 'sea_level': 1019, 'grnd_level': 1014}",,"{'speed': 7.05, 'deg': 351}",{'all': 0},1593038490.0,"{'country': 'ZA', 'sunrise': 1593061905, 'sunset': 1593097811}",7200.0,1006984.0,East London,200,,
"{'lon': -27.07, 'lat': 38.73}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",stations,"{'temp': 64.4, 'feels_like': 61.25, 'temp_min': 64.4, 'temp_max': 64.4, 'pressure': 1029, 'humidity': 77}",10000.0,"{'speed': 9.53, 'deg': 334}",{'all': 20},1593038490.0,"{'type': 1, 'id': 6895, 'country': 'PT', 'sunrise': 1592979871, 'sunset': 1593033416}",0.0,3372760.0,Praia da Vitória,200,,
"{'lon': 156.52, 'lat': 51.5}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,"{'temp': 51.28, 'feels_like': 46.22, 'temp_min': 51.28, 'temp_max': 51.28, 'pressure': 1014, 'humidity': 82, 'sea_level': 1014, 'grnd_level': 1014}",,"{'speed': 7.31, 'deg': 332}",{'all': 7},1593038490.0,"{'country': 'RU', 'sunrise': 1593019063, 'sunset': 1593078913}",43200.0,2122293.0,Ozernovskiy,200,,
"{'lon': 90.22, 'lat': 25.52}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",stations,"{'temp': 74.73, 'feels_like': 81.12, 'temp_min': 74.73, 'temp_max': 74.73, 'pressure': 1003, 'humidity': 96, 'sea_level': 1003, 'grnd_level': 961}",,"{'speed': 5.53, 'deg': 149}",{'all': 100},1593038404.0,"{'country': 'IN', 'sunrise': 1593040196, 'sunset': 1593089607}",19800.0,1254046.0,Tura,200,,{'1h': 0.35}
"{'lon': 43.25, 'lat': 3.81}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",stations,"{'temp': 74.53, 'feels_like': 69.17, 'temp_min': 74.53, 'temp_max': 74.53, 'pressure': 1012, 'humidity': 72, 'sea_level': 1012, 'grnd_level': 969}",,"{'speed': 18.84, 'deg': 185}",{'all': 33},1593038490.0,"{'country': 'SO', 'sunrise': 1593053963, 'sunset': 1593098390}",10800.0,50814.0,Wajid,200,,
"{'lon': -64.62, 'lat': 18.42}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",stations,"{'temp': 82.99, 'feels_like': 85.95, 'temp_min': 82.99, 'temp_max': 82.99, 'pressure': 1014, 'humidity': 84}",,"{'speed': 15.99, 'deg': 97, 'gust': 24}",{'all': 18},1593038436.0,"{'type': 3, 'id': 2007786, 'country': 'VG', 'sunrise': 1592991837, 'sunset': 1593039477}",-14400.0,3577430.0,Road Town,200,,
"{'lon': -35.21, 'lat': -6.09}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,"{'temp': 77, 'feels_like': 81.16, 'temp_min': 77, 'temp_max': 77, 'pressure': 1012, 'humidity': 78}",10000.0,"{'speed': 5.82, 'deg': 180}",{'all': 75},1593038490.0,"{'type': 1, 'id': 8452, 'country': 'BR', 'sunrise': 1592987414, 'sunset': 1593029781}",-10800.0,3393922.0,Nísia Floresta,200,,
"{'lon': 15.64, 'lat': 78.22}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 42.8, 'feels_like': 39.16, 'temp_min': 42.8, 'temp_max': 42.8, 'pressure': 1017, 'humidity': 87}",10000.0,"{'speed': 2.24, 'deg': 0}",{'all': 90},1593038490.0,"{'type': 1, 'id': 1663, 'country': 'SJ', 'sunrise': 0, 'sunset': 0}",7200.0,2729907.0,Longyearbyen,200,,
"{'lon': 102.5, 'lat': 71.97}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 75.02, 'feels_like': 70.97, 'temp_min': 75.02, 'temp_max': 75.02, 'pressure': 1004, 'humidity': 46, 'sea_level': 1004, 'grnd_level': 1002}",,"{'speed': 8.75, 'deg': 155}",{'all': 100},1593038490.0,"{'country': 'RU', 'sunrise': 0, 'sunset': 0}",25200.0,2022572.0,Khatanga,200,,
"{'lon': 150.8, 'lat': -2.57}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,"{'temp': 85.35, 'feels_like': 86.99, 'temp_min': 85.35, 'temp_max': 85.35, 'pressure': 1010, 'humidity': 66, 'sea_level': 1010, 'grnd_level': 1008}",,"{'speed': 13.13, 'deg': 126}",{'all': 70},1593038451.0,"{'country': 'PG', 'sunrise': 1593028810, 'sunset': 1593071911}",36000.0,2094342.0,Kavieng,200,,
"{'lon': -66.1, 'lat': -10.98}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 76.75, 'feels_like': 84.2, 'temp_min': 76.75, 'temp_max': 76.75, 'pressure': 1007, 'humidity': 85, 'sea_level': 1007, 'grnd_level': 994}",,"{'speed': 2.06, 'deg': 295}",{'all': 100},1593038491.0,"{'country': 'BO', 'sunrise': 1592995346, 'sunset': 1593036678}",-14400.0,3906466.0,Riberalta,200,,
"{'lon': 113.96, 'lat': 62.54}","[{'id': 211, 'main': 'Thunderstorm', 'description': 'thunderstorm', 'icon': '11d'}]",stations,"{'temp': 60.8, 'feels_like': 61.11, 'temp_min': 60.8, 'temp_max': 60.8, 'pressure': 1006, 'humidity': 93}",10000.0,"{'speed': 4.47, 'deg': 40}",{'all': 75},1593038285.0,"{'type': 1, 'id': 8848, 'country': 'RU', 'sunrise': 1593023194, 'sunset': 1593095213}",32400.0,2019951.0,Mirny,200,,
"{'lon': -57.56, 'lat': -38}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 52.83, 'feels_like': 45.97, 'temp_min': 51.8, 'temp_max': 54, 'pressure': 1009, 'humidity': 76}",10000.0,"{'speed': 10.29, 'deg': 200}",{'all': 93},1593038444.0,"{'type': 1, 'id': 8305, 'country': 'AR', 'sunrise': 1592996813, 'sunset': 1593031111}",-10800.0,3430863.0,Mar del Plata,200,,
"{'lon': 121.9, 'lat': -33.87}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 42.8, 'feels_like': 35.89, 'temp_min': 42.8, 'temp_max': 42.8, 'pressure': 1023, 'humidity': 87}",10000.0,"{'speed': 8.05, 'deg': 340}",{'all': 0},1593038255.0,"{'type': 1, 'id': 9525, 'country': 'AU', 'sunrise': 1593039475, 'sunset': 1593075120}",28800.0,2071860.0,Esperance,200,,
,,,,,,,,,,,,404,city not found,
"{'lon': -34.86, 'lat': -8.01}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",stations,"{'temp': 80.6, 'feels_like': 81.95, 'temp_min': 80.6, 'temp_max': 80.6, 'pressure': 1013, 'humidity': 65}",10000.0,"{'speed': 9.17, 'deg': 150}",{'all': 40},1593038491.0,"{'type': 1, 'id': 8426, 'country': 'BR', 'sunrise': 1592987532, 'sunset': 1593029495}",-10800.0,3393536.0,Olinda,200,,
"{'lon': -173.3, 'lat': 64.38}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,"{'temp': 42.8, 'feels_like': 31.48, 'temp_min': 42.8, 'temp_max': 42.8, 'pressure': 1009, 'humidity': 62}",10000.0,"{'speed': 13.42, 'deg': 190}",{'all': 75},1593038458.0,"{'type': 1, 'id': 8875, 'country': 'RU', 'sunrise': 1593089854, 'sunset': 1593166457}",43200.0,4031574.0,Provideniya,200,,
"{'lon': 115.33, 'lat': -33.65}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 48.6, 'feels_like': 41.99, 'temp_min': 45, 'temp_max': 51.01, 'pressure': 1012, 'humidity': 72}",,"{'speed': 7.78, 'deg': 343}",{'all': 95},1593038491.0,"{'type': 3, 'id': 2011706, 'country': 'AU', 'sunrise': 1593041018, 'sunset': 1593076731}",28800.0,2075265.0,Busselton,200,,
"{'lon': 113.5, 'lat': 52.14}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",stations,"{'temp': 53.6, 'feels_like': 51.62, 'temp_min': 53.6, 'temp_max': 53.6, 'pressure': 1010, 'humidity': 93}",10000.0,"{'speed': 4.47, 'deg': 30}",{'all': 40},1593038491.0,"{'type': 1, 'id': 8890, 'country': 'RU', 'sunrise': 1593029172, 'sunset': 1593089456}",32400.0,2016405.0,Smolenka,200,,
"{'lon': -71.34, 'lat': -29.95}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 57.2, 'feels_like': 50.94, 'temp_min': 57.2, 'temp_max': 57.2, 'pressure': 1018, 'humidity': 71}",10000.0,"{'speed': 10.29, 'deg': 310}",{'all': 0},1593038470.0,"{'type': 1, 'id': 8514, 'country': 'CL', 'sunrise': 1592998876, 'sunset': 1593035663}",-14400.0,3893629.0,Coquimbo,200,,
"{'lon': -151.26, 'lat': 60.55}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",stations,"{'temp': 54.16, 'feels_like': 48.24, 'temp_min': 51.8, 'temp_max': 57, 'pressure': 1010, 'humidity': 76}",14484.0,"{'speed': 9.17, 'deg': 250}",{'all': 90},1593038491.0,"{'type': 1, 'id': 7680, 'country': 'US', 'sunrise': 1593002142, 'sunset': 1593070765}",-28800.0,5866063.0,Kenai,200,,{'1h': 0.64}
"{'lon': -69.36, 'lat': 77.48}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,"{'temp': 39.6, 'feels_like': 31.53, 'temp_min': 39.6, 'temp_max': 39.6, 'pressure': 1008, 'humidity': 72, 'sea_level': 1008, 'grnd_level': 1008}",,"{'speed': 7.81, 'deg': 298}",{'all': 81},1593038214.0,"{'country': 'GL', 'sunrise': 0, 'sunset': 0}",-10800.0,3831208.0,Qaanaaq,200,,
"{'lon': 114.6, 'lat': -28.77}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 55.4, 'feels_like': 47.32, 'temp_min': 55.4, 'temp_max': 55.4, 'pressure': 1019, 'humidity': 71}",10000.0,"{'speed': 12.75, 'deg': 50}",{'all': 2},1593038213.0,"{'type': 1, 'id': 9522, 'country': 'AU', 'sunrise': 1593040492, 'sunset': 1593077608}",28800.0,2070998.0,Geraldton,200,,
"{'lon': 21.81, 'lat': 53.63}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 61.9, 'feels_like': 61.99, 'temp_min': 61.9, 'temp_max': 61.9, 'pressure': 1026, 'humidity': 95, 'sea_level': 1026, 'grnd_level': 1012}",,"{'speed': 5.95, 'deg': 73}",{'all': 10},1593038492.0,"{'country': 'PL', 'sunrise': 1593050638, 'sunset': 1593112007}",7200.0,762120.0,Pisz,200,,
"{'lon': 141.29, 'lat': -6.12}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",stations,"{'temp': 76.08, 'feels_like': 84.85, 'temp_min': 76.08, 'temp_max': 76.08, 'pressure': 1012, 'humidity': 93, 'sea_level': 1012, 'grnd_level': 1008}",,"{'speed': 1.7, 'deg': 134}",{'all': 49},1593038492.0,"{'country': 'PG', 'sunrise': 1593031463, 'sunset': 1593073824}",36000.0,2093846.0,Kiunga,200,,
"{'lon': -147.8, 'lat': 64.86}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,"{'temp': 57.9, 'feels_like': 53.31, 'temp_min': 55.99, 'temp_max': 60.01, 'pressure': 1007, 'humidity': 67}",16093.0,"{'speed': 6.93, 'deg': 100}",{'all': 90},1593038492.0,"{'type': 1, 'id': 7683, 'country': 'US', 'sunrise': 1592996376, 'sunset': 1593074870}",-28800.0,5859699.0,College,200,,
"{'lon': -97.86, 'lat': 55.74}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,"{'temp': 82.4, 'feels_like': 74.73, 'temp_min': 82.4, 'temp_max': 82.4, 'pressure': 1008, 'humidity': 30}",24140.0,"{'speed': 12.75, 'deg': 210}",{'all': 75},1593038374.0,"{'type': 1, 'id': 935, 'country': 'CA', 'sunrise': 1592992064, 'sunset': 1593055207}",-18000.0,6165406.0,Thompson,200,,
"{'lon': 21.55, 'lat': 29.03}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 75.78, 'feels_like': 69.78, 'temp_min': 75.78, 'temp_max': 75.78, 'pressure': 1016, 'humidity': 51, 'sea_level': 1016, 'grnd_level': 1012}",,"{'speed': 14.16, 'deg': 359}",{'all': 0},1593038492.0,"{'country': 'LY', 'sunrise': 1593056197, 'sunset': 1593106573}",7200.0,86049.0,Jalu,200,,
"{'lon': 109.33, 'lat': -0.03}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 72.66, 'feels_like': 79.66, 'temp_min': 72.66, 'temp_max': 72.66, 'pressure': 1009, 'humidity': 97, 'sea_level': 1009, 'grnd_level': 1009}",,"{'speed': 2.73, 'deg': 73}",{'all': 100},1593038492.0,"{'country': 'ID', 'sunrise': 1593038501, 'sunset': 1593082129}",25200.0,1630789.0,Pontianak,200,,
"{'lon': -47.36, 'lat': -0.61}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,"{'temp': 79.56, 'feels_like': 82.22, 'temp_min': 79.56, 'temp_max': 79.56, 'pressure': 1010, 'humidity': 83, 'sea_level': 1010, 'grnd_level': 1010}",,"{'speed': 12.55, 'deg': 98}",{'all': 81},1593038492.0,"{'country': 'BR', 'sunrise': 1592989760, 'sunset': 1593033268}",-10800.0,3389822.0,Salinópolis,200,,
,,,,,,,,,,,,404,city not found,
"{'lon': 80.74, 'lat': 7.95}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,"{'temp': 76.6, 'feels_like': 79.02, 'temp_min': 76.6, 'temp_max': 76.6, 'pressure': 1005, 'humidity': 80, 'sea_level': 1005, 'grnd_level': 982}",,"{'speed': 9.24, 'deg': 222}",{'all': 77},1593038492.0,"{'country': 'LK', 'sunrise': 1593044527, 'sunset': 1593089828}",19800.0,1228051.0,Sigiriya,200,,
"{'lon': 134.26, 'lat': 7.04}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,"{'temp': 84.42, 'feels_like': 90.28, 'temp_min': 84.42, 'temp_max': 84.42, 'pressure': 1009, 'humidity': 75, 'sea_level': 1009, 'grnd_level': 1006}",,"{'speed': 8.59, 'deg': 110}",{'all': 69},1593038492.0,"{'country': 'PW', 'sunrise': 1593031777, 'sunset': 1593076885}",32400.0,7671223.0,Kloulklubed,200,,
"{'lon': 25.97, 'lat': 70.98}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 47.5, 'feels_like': 38.25, 'temp_min': 47.5, 'temp_max': 47.5, 'pressure': 1024, 'humidity': 85, 'sea_level': 1024, 'grnd_level': 1024}",,"{'speed': 13.65, 'deg': 257}",{'all': 2},1593038492.0,"{'country': 'NO', 'sunrise': 0, 'sunset': 0}",7200.0,779554.0,Honningsvåg,200,,
"{'lon': 42.55, 'lat': -0.36}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",stations,"{'temp': 77.94, 'feels_like': 77.32, 'temp_min': 77.94, 'temp_max': 77.94, 'pressure': 1012, 'humidity': 82, 'sea_level': 1012, 'grnd_level': 1012}",,"{'speed': 16.46, 'deg': 190}",{'all': 36},1593038492.0,"{'country': 'SO', 'sunrise': 1593054565, 'sunset': 1593098124}",10800.0,55671.0,Kismayo,200,,{'1h': 0.15}
"{'lon': -7.41, 'lat': 43.67}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",stations,"{'temp': 62.02, 'feels_like': 64.04, 'temp_min': 60.01, 'temp_max': 64, 'pressure': 1017, 'humidity': 87}",,"{'speed': 1.01, 'deg': 269, 'gust': 3}",{'all': 46},1593038492.0,"{'type': 3, 'id': 2034388, 'country': 'ES', 'sunrise': 1593060556, 'sunset': 1593116116}",7200.0,3125287.0,Cervo,200,,
"{'lon': -68.59, 'lat': 70.47}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 46.4, 'feels_like': 35.83, 'temp_min': 46.4, 'temp_max': 46.4, 'pressure': 1008, 'humidity': 70}",14484.0,"{'speed': 13.87, 'deg': 150}",{'all': 1},1593038493.0,"{'type': 1, 'id': 776, 'country': 'CA', 'sunrise': 0, 'sunset': 0}",-14400.0,5924351.0,Clyde River,200,,
"{'lon': 159.23, 'lat': 61.95}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,"{'temp': 56.73, 'feels_like': 51.78, 'temp_min': 56.73, 'temp_max': 56.73, 'pressure': 1010, 'humidity': 64, 'sea_level': 1010, 'grnd_level': 1004}",,"{'speed': 6.6, 'deg': 182}",{'all': 69},1593038493.0,"{'country': 'RU', 'sunrise': 1593012888, 'sunset': 1593083786}",39600.0,2125693.0,Evensk,200,,
"{'lon': -76.22, 'lat': -13.7}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",stations,"{'temp': 64.24, 'feels_like': 61.84, 'temp_min': 64, 'temp_max': 64.4, 'pressure': 1013, 'humidity': 82}",10000.0,"{'speed': 9.17, 'deg': 330}",{'all': 40},1593038493.0,"{'type': 1, 'id': 8691, 'country': 'PE', 'sunrise': 1592998070, 'sunset': 1593038813}",-18000.0,3932145.0,Pisco,200,,
"{'lon': 99.78, 'lat': 11.82}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 79.05, 'feels_like': 85.05, 'temp_min': 79.05, 'temp_max': 79.05, 'pressure': 1007, 'humidity': 84, 'sea_level': 1007, 'grnd_level': 1006}",,"{'speed': 6.51, 'deg': 244}",{'all': 89},1593038493.0,"{'country': 'TH', 'sunrise': 1593039538, 'sunset': 1593085676}",25200.0,1151074.0,Prachuap Khiri Khan,200,,
"{'lon': -105.25, 'lat': 19.93}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",stations,"{'temp': 86.88, 'feels_like': 90.77, 'temp_min': 86.88, 'temp_max': 86.88, 'pressure': 1007, 'humidity': 58, 'sea_level': 1007, 'grnd_level': 998}",,"{'speed': 6.91, 'deg': 225}",{'all': 73},1593038493.0,"{'country': 'MX', 'sunrise': 1593001409, 'sunset': 1593049410}",-18000.0,3981391.0,Tomatlán,200,,{'1h': 0.51}
"{'lon': 29.37, 'lat': 58.43}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",stations,"{'temp': 60.87, 'feels_like': 59.95, 'temp_min': 60.87, 'temp_max': 60.87, 'pressure': 1028, 'humidity': 73, 'sea_level': 1028, 'grnd_level': 1020}",,"{'speed': 2.84, 'deg': 314}",{'all': 24},1593038493.0,"{'country': 'RU', 'sunrise': 1593046581, 'sunset': 1593112435}",10800.0,508743.0,Plyussa,200,,
"{'lon': -159.78, 'lat': -21.21}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,"{'temp': 77, 'feels_like': 79.57, 'temp_min': 77, 'temp_max': 77, 'pressure': 1014, 'humidity': 83}",10000.0,"{'speed': 10.29, 'deg': 220}",{'all': 55},1593038434.0,"{'type': 1, 'id': 7271, 'country': 'CK', 'sunrise': 1593018982, 'sunset': 1593058015}",-36000.0,4035715.0,Avarua,200,,
"{'lon': -17.03, 'lat': 20.93}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 71.6, 'feels_like': 66.13, 'temp_min': 71.6, 'temp_max': 71.6, 'pressure': 1013, 'humidity': 73}",10000.0,"{'speed': 17.22, 'deg': 10}",{'all': 0},1593038493.0,"{'type': 1, 'id': 2444, 'country': 'MR', 'sunrise': 1592980111, 'sunset': 1593028356}",0.0,2377457.0,Nouadhibou,200,,
"{'lon': 45.34, 'lat': 2.04}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",stations,"{'temp': 77.97, 'feels_like': 79.57, 'temp_min': 77.97, 'temp_max': 77.97, 'pressure': 1011, 'humidity': 86, 'sea_level': 1011, 'grnd_level': 1008}",,"{'speed': 13.96, 'deg': 228}",{'all': 67},1593038493.0,"{'country': 'SO', 'sunrise': 1593053646, 'sunset': 1593097704}",10800.0,53654.0,Mogadishu,200,,{'1h': 0.2}
"{'lon': 101.28, 'lat': 1.05}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 72.23, 'feels_like': 79.66, 'temp_min': 72.23, 'temp_max': 72.23, 'pressure': 1009, 'humidity': 93, 'sea_level': 1009, 'grnd_level': 1008}",,"{'speed': 0.45, 'deg': 200}",{'all': 86},1593038493.0,"{'country': 'ID', 'sunrise': 1593040321, 'sunset': 1593084173}",25200.0,1650600.0,Balaipungut,200,,
"{'lon': 23.27, 'lat': -16.12}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 52.43, 'feels_like': 45.84, 'temp_min': 52.43, 'temp_max': 52.43, 'pressure': 1020, 'humidity': 53, 'sea_level': 1020, 'grnd_level': 906}",,"{'speed': 6.42, 'deg': 131}",{'all': 0},1593038493.0,"{'country': 'ZM', 'sunrise': 1593060867, 'sunset': 1593101077}",7200.0,898947.0,Senanga,200,,
"{'lon': -120.85, 'lat': 35.37}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,"{'temp': 81.63, 'feels_like': 78.91, 'temp_min': 75.2, 'temp_max': 84.99, 'pressure': 1010, 'humidity': 50}",16093.0,"{'speed': 11.41, 'deg': 300}",{'all': 1},1593038255.0,"{'type': 1, 'id': 5787, 'country': 'US', 'sunrise': 1593002981, 'sunset': 1593055327}",-25200.0,5374920.0,Morro Bay,200,,
"{'lon': -124.16, 'lat': 40.6}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,"{'temp': 67.01, 'feels_like': 67.73, 'temp_min': 66, 'temp_max': 68, 'pressure': 1013, 'humidity': 76}",,"{'speed': 4, 'deg': 316, 'gust': 10}",{'all': 88},1593038493.0,"{'type': 3, 'id': 2008778, 'country': 'US', 'sunrise': 1593002815, 'sunset': 1593057081}",-25200.0,5563839.0,Fortuna,200,,
"{'lon': -91.92, 'lat': 14.3}","[{'id': 211, 'main': 'Thunderstorm', 'description': 'thunderstorm', 'icon': '11d'}]",stations,"{'temp': 87.8, 'feels_like': 91.72, 'temp_min': 87.8, 'temp_max': 87.8, 'pressure': 1010, 'humidity': 66}",10000.0,"{'speed': 11.41, 'deg': 220}",{'all': 75},1593038493.0,"{'type': 1, 'id': 7068, 'country': 'GT', 'sunrise': 1592998864, 'sunset': 1593045555}",-21600.0,3598787.0,Champerico,200,,
"{'lon': 139.5, 'lat': -20.73}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,"{'temp': 44.6, 'feels_like': 31.57, 'temp_min': 44.6, 'temp_max': 44.6, 'pressure': 1020, 'humidity': 52}",10000.0,"{'speed': 15.84, 'deg': 123}",{'all': 0},1593038218.0,"{'type': 1, 'id': 9495, 'country': 'AU', 'sunrise': 1593033499, 'sunset': 1593072647}",36000.0,2065594.0,Mount Isa,200,,
